ID,Gender,Car,Realty,Children,Salary,Income_Type,Education,Family_Status,House_Type,AGE,EXPERIENCE,Occupation_Type,Family_Size,Risk,ACCOUNT_DURATION
5008951,1,0,1,1,225000,2,2,0,0,28.3,7.8,12,3,0,46
5008953,1,0,1,1,225000,2,2,0,0,28.3,7.8,12,3,0,28
5008954,1,0,1,1,225000,2,2,0,0,28.3,7.8,12,3,0,6
5008955,0,1,1,0,135000,2,2,0,0,48.8,4.8,8,2,0,5
5008956,0,1,1,0,135000,2,2,0,0,48.8,4.8,8,2,0,40
5008958,0,1,1,0,135000,2,2,0,0,48.8,4.8,8,2,0,4
5008959,0,1,1,0,135000,2,2,0,0,48.8,4.8,8,2,0,16
5008960,0,1,1,0,135000,2,2,0,0,48.8,4.8,8,2,0,29
5008962,0,1,1,0,135000,2,2,0,0,48.8,4.8,8,2,0,27
5008963,0,1,1,0,135000,2,2,0,0,48.8,4.8,8,2,0,39
5008966,1,0,1,0,157500,2,2,0,0,43.11,2.5,12,2,0,16
5008967,1,0,1,0,157500,2,2,0,0,43.11,2.5,12,2,0,22
5008971,1,0,1,0,157500,2,2,0,0,43.11,2.5,12,2,0,5
5008974,0,0,1,0,112500,0,2,0,0,61.1,0,12,2,0,3
5008975,0,0,1,0,112500,0,2,0,0,61.1,0,12,2,0,22
5008976,0,0,1,0,112500,0,2,0,0,61.1,0,12,2,0,2
5008977,0,0,1,0,112500,0,2,0,0,61.1,0,12,2,0,24
5008979,0,0,1,0,112500,0,2,0,0,61.1,0,12,2,0,38
5008980,0,0,1,0,112500,0,2,0,0,61.1,0,12,2,0,51
5008981,1,1,1,0,112500,2,2,0,0,57.2,6.6,4,2,0,11
5008983,1,1,1,0,112500,2,2,0,0,57.2,6.6,4,2,0,12
5008984,1,1,1,0,112500,2,2,0,0,57.2,6.6,4,2,0,59
5008988,1,1,1,0,112500,2,2,0,0,57.2,6.6,4,2,0,17
5008991,0,1,1,0,270000,2,2,1,0,45.5,3.3,1,1,0,29
5008992,0,1,1,0,270000,2,2,1,0,45.5,3.3,1,1,0,7
5008993,0,1,1,0,270000,2,2,1,0,45.5,3.3,1,1,0,18
5008994,0,1,1,0,270000,2,2,1,0,45.5,3.3,1,1,0,20
5008995,0,1,1,0,270000,2,2,1,0,45.5,3.3,1,1,0,19
5008998,0,1,1,0,270000,2,1,0,0,29.1,2.3,10,2,0,4
5009000,1,1,1,0,157500,2,2,0,0,27.2,2.3,4,2,0,23
5009001,1,0,1,0,166500,2,2,0,0,51.1,17.2,8,2,0,7
5009006,1,0,1,0,166500,2,2,0,0,51.1,17.2,8,2,0,11
5009012,1,0,1,0,166500,2,2,0,0,51.1,17.2,8,2,0,6
5009016,0,0,1,2,216000,2,1,0,0,42.3,8.6,12,4,0,25
5009018,0,0,1,2,216000,2,1,0,0,42.3,8.6,12,4,0,13
5009019,0,0,1,2,216000,2,1,0,0,42.3,8.6,12,4,0,33
5009022,0,0,1,2,216000,2,1,0,0,42.3,8.6,12,4,0,40
5009023,0,0,1,2,216000,2,1,0,0,42.3,8.6,12,4,0,36
5009024,0,0,1,2,216000,2,1,0,0,42.3,8.6,12,4,0,9
5009025,0,0,1,2,216000,2,1,0,0,42.3,8.6,12,4,0,34
5009027,0,1,1,0,270000,2,2,0,0,54.5,19.475,8,2,0,22
5112862,0,1,1,0,270000,2,2,0,0,54.5,19.475,8,2,0,29
5009028,0,1,1,0,225000,2,2,0,0,39.7,7.7,8,2,0,11
5009029,0,1,1,0,225000,2,2,0,0,39.7,7.7,8,2,0,16
5009031,0,0,1,0,315000,2,2,1,0,28.11,3.3,0,1,0,14
5009033,0,0,0,0,255150,0,1,0,2,51.2,0,12,2,0,17
5009034,0,0,0,0,255150,0,1,0,2,51.2,0,12,2,0,18
5009035,0,0,0,0,255150,0,1,0,2,51.2,0,12,2,0,6
5009036,0,0,0,0,255150,0,1,0,2,51.2,0,12,2,0,19
5009037,0,0,0,0,255150,0,1,0,2,51.2,0,12,2,0,20
5009038,0,0,0,0,255150,0,1,0,2,51.2,0,12,2,0,13
5009039,0,0,1,2,157500,2,2,1,0,39.3,1.6,3,3,0,9
5009040,0,0,1,2,157500,2,2,1,0,39.3,1.6,3,3,0,4
5009042,0,0,1,0,148500,2,1,0,0,48.4,2.5,3,2,0,21
5009043,0,0,1,0,148500,2,1,0,0,48.4,2.5,3,2,0,19
5009044,0,0,1,0,148500,2,1,0,0,48.4,2.5,3,2,0,15
5009046,0,0,1,0,148500,2,1,0,0,48.4,2.5,3,2,0,8
5009047,0,0,1,0,148500,2,1,0,0,48.4,2.5,3,2,0,12
5009050,0,0,1,2,202500,2,1,0,0,30.1,6.3,3,4,0,14
5009051,0,0,1,2,202500,2,1,0,0,30.1,6.3,3,4,0,43
5009052,0,0,1,2,202500,2,1,0,0,30.1,6.3,3,4,0,48
5009056,1,0,1,0,202500,2,2,1,0,24.3,2.5,4,1,0,10
5009058,0,1,1,0,112500,2,2,1,0,20.6,2.2,13,1,0,1
5009060,0,0,1,0,94500,0,1,0,0,61.2,0,12,2,0,4
5009062,1,1,1,0,315000,2,2,0,0,28.7,5.8,15,2,0,38
5009063,1,1,1,0,315000,2,2,0,0,28.7,5.8,15,2,0,28
5009064,1,1,1,0,315000,2,2,0,0,28.7,5.8,15,2,0,5
5009065,1,1,1,0,315000,2,2,0,0,28.7,5.8,15,2,0,11
5009066,1,1,1,0,315000,2,2,0,0,28.7,5.8,15,2,0,16
5009068,1,1,1,0,315000,2,2,0,0,28.7,5.8,15,2,0,23
5009069,1,1,1,0,315000,2,2,0,0,28.7,5.8,15,2,0,36
5009071,0,1,1,0,270000,2,1,0,1,28.1,8.8,6,2,0,21
5009072,0,1,1,0,270000,2,1,0,1,28.1,8.8,6,2,0,24
5009074,0,1,1,1,380250,2,1,0,0,48.6,1.11,3,3,0,23
5009075,0,1,1,1,380250,2,1,0,0,48.6,1.11,3,3,0,24
5009078,1,0,1,1,180000,2,2,0,3,38.8,3.6,4,3,0,31
5009079,0,0,1,0,112500,2,1,0,0,27.6,8.8,8,2,0,44
5009080,0,0,1,0,112500,2,1,0,0,27.6,8.8,8,2,0,16
5009081,0,0,1,0,112500,2,1,0,0,27.6,8.8,8,2,0,17
5009083,1,0,1,0,90000,2,2,0,0,56.3,15.8,4,2,0,48
5009084,1,0,1,0,90000,2,2,0,0,56.3,15.8,4,2,0,3
5009088,1,1,0,2,202500,2,1,0,0,40.4,8.2,8,4,0,41
5009089,1,1,0,2,202500,2,1,0,0,40.4,8.2,8,4,0,40
5009090,1,1,1,0,247500,2,2,0,0,34.7,11,4,2,0,14
5009092,1,1,1,1,380250,2,1,0,0,33.5,3.3,10,3,0,4
5009096,0,0,1,1,270000,2,2,0,0,37.5,12,0,3,0,25
5009097,0,0,1,1,270000,2,2,0,0,37.5,12,0,3,0,15
5009098,0,0,1,1,270000,2,2,0,0,37.5,12,0,3,0,18
5009099,0,0,1,0,315000,2,1,1,0,36.4,1.6,10,1,0,29
5009100,0,0,1,0,315000,2,1,1,0,36.4,1.6,10,1,0,28
5009103,1,1,1,2,157500,2,2,0,3,35.2,11.1,4,4,0,39
5009104,1,1,1,2,157500,2,2,0,3,35.2,11.1,4,4,0,28
5009105,1,1,1,2,157500,2,2,0,3,35.2,11.1,4,4,0,31
5009106,1,1,1,2,157500,2,2,0,3,35.2,11.1,4,4,0,61
5112876,1,1,1,2,157500,2,2,0,3,35.2,11.1,4,4,0,26
5009108,1,0,1,0,360000,2,2,0,0,41.11,7.6,17,2,0,8
5009109,1,0,1,0,360000,2,2,0,0,41.11,7.6,17,2,0,21
5009110,0,0,1,0,112500,2,1,0,0,24.2,0.1,6,2,0,4
5009116,0,0,0,0,157500,2,1,1,3,43.1,1.2,12,1,0,13
5009117,0,0,0,0,157500,2,1,1,3,43.1,1.2,12,1,0,50
5009123,0,0,0,0,157500,2,1,1,3,43.1,1.2,12,1,0,44
5009125,0,0,0,0,157500,2,1,1,3,43.1,1.2,12,1,0,47
5009127,0,0,0,0,157500,2,1,1,3,43.1,1.2,12,1,0,23
5009129,0,0,0,0,157500,2,1,1,3,43.1,1.2,12,1,0,12
5009133,1,0,1,0,380250,0,2,1,0,59.4,0,12,1,0,17
5009135,1,0,1,0,380250,0,2,1,0,59.4,0,12,1,0,10
5009136,1,0,1,0,380250,0,2,1,0,59.4,0,12,1,0,16
5009139,1,0,1,0,380250,0,2,1,0,59.4,0,12,1,0,9
5009141,0,0,0,0,135000,2,2,0,0,26.5,4.3,10,2,0,34
5009142,0,0,0,0,135000,2,2,0,0,26.5,4.3,10,2,0,12
5009143,1,1,0,0,225000,0,2,0,0,50.1,0,12,2,0,12
5009144,1,1,0,0,225000,0,2,0,0,50.1,0,12,2,0,11
5009145,1,1,0,0,315000,2,1,0,0,43.4,10.2,10,2,0,36
5009146,1,1,0,0,315000,2,1,0,0,43.4,10.2,10,2,0,26
5009147,1,1,0,0,315000,2,1,0,0,43.4,10.2,10,2,0,13
5009149,1,1,0,0,315000,2,1,0,0,43.4,10.2,10,2,0,8
5009150,1,1,0,0,315000,2,1,0,0,43.4,10.2,10,2,0,18
5009151,0,0,0,0,180000,2,2,0,0,53.7,7.11,15,2,0,30
5009152,0,0,0,0,180000,2,2,0,0,53.7,7.11,15,2,0,48
5009154,0,0,0,0,180000,2,2,0,0,53.7,7.11,15,2,0,29
5009155,0,0,0,0,180000,2,2,0,0,53.7,7.11,15,2,0,28
5009156,0,0,0,0,180000,2,2,0,0,53.7,7.11,15,2,0,18
5009158,0,0,0,0,180000,2,2,0,0,53.7,7.11,15,2,0,44
5009159,0,0,0,0,180000,2,2,0,0,53.7,7.11,15,2,0,15
5009160,0,0,0,0,180000,2,2,0,0,53.7,7.11,15,2,0,22
5009161,0,0,0,0,180000,2,2,0,0,53.7,7.11,15,2,0,24
5009163,0,0,0,0,157500,2,2,0,0,35.4,8.8,15,2,0,13
5009164,0,0,0,0,157500,2,2,0,0,35.4,8.8,15,2,0,17
5009170,0,1,0,0,144000,0,2,0,0,62.8,0,12,2,0,14
5009177,1,1,0,0,229500,2,1,0,0,50.2,3.5,8,2,0,50
5009178,1,1,0,0,229500,2,1,0,0,50.2,3.5,8,2,0,35
5009179,1,1,0,0,229500,2,1,0,0,50.2,3.5,8,2,0,13
5009180,1,1,0,0,229500,2,1,0,0,50.2,3.5,8,2,0,39
5009183,1,1,0,0,229500,2,1,0,0,50.2,3.5,8,2,0,32
5009186,0,0,0,0,270000,2,1,0,0,48.1,15.1,10,2,0,4
5009187,0,0,0,0,270000,2,1,0,0,48.1,15.1,10,2,0,6
5009188,0,0,0,0,270000,2,1,0,0,48.1,15.1,10,2,0,17
5009190,0,0,0,0,270000,2,1,0,0,48.1,15.1,10,2,0,23
5009192,0,0,0,0,270000,2,1,0,0,48.1,15.1,10,2,0,34
5009193,0,0,0,0,270000,2,1,0,0,48.1,15.1,10,2,0,30
5009195,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,7
5009196,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,8
5009198,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,46
5009201,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,2
5009203,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,21
5009204,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,3
5009205,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,6
5009206,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,22
5009208,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,42
5009210,0,0,0,0,292500,2,2,0,0,57.4,19.475,0,2,0,4
5009213,0,0,0,0,270000,2,1,0,0,33.9,2.4,0,2,0,23
5009215,0,0,0,0,270000,2,1,0,0,33.9,2.4,0,2,0,58
5009216,0,0,0,0,270000,2,1,0,0,33.9,2.4,0,2,0,7
5009220,0,1,0,0,225000,2,2,0,0,40.2,2.2,10,2,0,28
5009222,0,1,0,0,225000,2,2,0,0,40.2,2.2,10,2,0,48
5009223,0,1,0,0,225000,2,2,0,0,40.2,2.2,10,2,0,41
5009224,0,1,0,0,225000,2,2,0,0,40.2,2.2,10,2,0,51
5009227,0,1,0,0,225000,2,2,0,0,40.2,2.2,10,2,0,21
5009232,0,1,0,0,225000,2,2,0,0,40.2,2.2,10,2,0,36
5009234,0,1,0,0,225000,2,2,0,0,40.2,2.2,10,2,0,14
5009236,0,1,0,0,225000,2,2,0,0,40.2,2.2,10,2,0,31
5009238,1,1,0,0,157500,2,1,0,3,29,2.8,4,2,0,21
5009239,1,1,0,0,157500,2,1,0,3,29,2.8,4,2,0,15
5009240,1,1,0,0,157500,2,1,0,3,29,2.8,4,2,0,34
5009241,1,1,0,0,157500,2,1,0,3,29,2.8,4,2,0,11
5009242,0,0,0,0,74250,2,1,1,1,52.3,14.4,3,1,0,35
5009243,0,0,0,0,74250,2,1,1,1,52.3,14.4,3,1,0,8
5009244,0,0,0,0,74250,2,1,1,1,52.3,14.4,3,1,0,9
5009246,0,0,0,0,135000,2,2,0,0,38.11,5.1,12,2,0,32
5009247,0,0,0,0,135000,2,2,0,0,38.11,5.1,12,2,0,19
5009248,0,0,0,0,135000,2,2,0,0,38.11,5.1,12,2,0,18
5009249,1,1,0,1,135000,2,2,0,0,27.3,2.6,4,3,0,27
5009250,1,1,0,1,135000,2,2,0,0,27.3,2.6,4,3,0,10
5009252,1,1,0,1,135000,2,2,0,0,27.3,2.6,4,3,0,13
5009253,1,1,0,1,135000,2,2,0,0,27.3,2.6,4,3,0,23
5009255,0,0,0,0,144000,2,2,1,0,43.9,19.475,1,1,0,7
5009257,0,0,0,0,144000,2,2,1,0,43.9,19.475,1,1,0,8
5009260,0,0,0,0,202500,2,1,0,3,39.1,3.6,3,2,0,20
5009261,0,0,0,0,202500,2,1,0,3,39.1,3.6,3,2,0,22
5009262,0,0,0,0,202500,2,1,0,3,39.1,3.6,3,2,0,9
5009263,0,0,0,0,202500,2,1,0,3,39.1,3.6,3,2,0,17
5009264,0,0,0,0,40500,0,2,1,0,57.9,0,12,1,0,12
5009265,1,1,0,0,337500,2,1,0,3,28.1,4.6,10,2,0,36
5009266,1,1,0,0,337500,2,1,0,3,28.1,4.6,10,2,0,16
5009267,1,1,0,0,337500,2,1,0,3,28.1,4.6,10,2,0,18
5009268,1,1,0,0,337500,2,1,0,3,28.1,4.6,10,2,0,27
5009269,1,1,0,0,337500,2,1,0,3,28.1,4.6,10,2,0,35
5009270,1,0,0,0,180000,2,2,0,1,40.6,6.8,8,2,0,29
5009271,1,0,0,0,180000,2,2,0,1,40.6,6.8,8,2,0,30
5009272,1,0,0,0,180000,2,2,0,1,40.6,6.8,8,2,0,26
5009274,1,0,0,0,180000,2,2,0,1,40.6,6.8,8,2,0,41
5009276,1,0,0,0,180000,2,2,0,1,40.6,6.8,8,2,0,16
5009277,1,0,0,0,180000,2,2,0,1,40.6,6.8,8,2,0,27
5009278,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,21
5009279,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,41
5009281,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,40
5009284,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,59
5009285,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,17
5009286,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,31
5009287,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,25
5009289,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,9
5009291,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,10
5009292,0,0,0,0,130500,2,2,0,0,41.5,13.2,1,2,0,35
5009295,0,0,0,0,144000,0,2,0,0,57.7,0,12,2,0,34
5009296,0,0,0,0,144000,0,2,0,0,57.7,0,12,2,0,2
5009297,0,0,0,0,193500,2,2,1,1,44.1,5.1,8,1,0,23
5009299,0,0,0,0,193500,2,2,1,1,44.1,5.1,8,1,0,34
5009300,0,0,0,0,193500,2,2,1,1,44.1,5.1,8,1,0,13
5009301,0,0,0,0,193500,2,2,1,1,44.1,5.1,8,1,0,9
5009302,0,0,0,0,112500,0,2,1,0,60.5,0,12,1,0,26
5009303,0,0,0,0,112500,0,2,1,0,60.5,0,12,1,0,36
5009304,0,0,0,0,112500,0,2,1,0,60.5,0,12,1,0,35
5009305,0,0,0,0,112500,0,2,1,0,60.5,0,12,1,0,13
5009306,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,28
5009308,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,40
5009309,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,32
5009310,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,37
5009312,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,25
5009313,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,19
5009314,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,11
5009315,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,16
5009316,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,21
5009319,0,1,0,0,135000,0,2,0,0,55.2,0,12,2,0,38
5009325,1,1,0,0,267750,2,1,0,0,57.6,12.11,8,2,0,17
5009327,1,1,0,0,267750,2,1,0,0,57.6,12.11,8,2,0,18
5009328,1,1,0,0,267750,2,1,0,0,57.6,12.11,8,2,0,11
5009330,1,1,0,0,267750,2,1,0,0,57.6,12.11,8,2,0,15
5009335,0,0,0,0,139500,2,1,1,0,44.4,19.475,10,1,0,10
5009336,0,0,0,0,139500,2,1,1,0,44.4,19.475,10,1,0,17
5009338,1,0,0,0,67500,2,2,0,0,51.1,14.6,17,2,0,13
5009340,1,1,0,0,252000,2,2,0,0,29.5,6.8,6,2,0,35
5009342,1,1,0,0,252000,2,2,0,0,29.5,6.8,6,2,0,29
5009344,1,1,0,0,252000,2,2,0,0,29.5,6.8,6,2,0,16
5009345,1,1,0,0,252000,2,2,0,0,29.5,6.8,6,2,0,24
5009346,1,1,0,0,252000,2,2,0,0,29.5,6.8,6,2,0,10
5009349,1,0,0,0,180000,2,2,0,0,57.11,0.4,4,2,0,31
5009354,1,0,0,0,180000,2,2,0,0,57.11,0.4,4,2,0,6
5009355,0,0,0,0,135000,2,2,0,0,53.11,14.5,8,2,0,26
5009359,0,1,0,0,380250,2,1,1,0,52.2,19.475,10,1,0,16
5009360,0,1,0,0,380250,2,1,1,0,52.2,19.475,10,1,0,9
5009361,1,1,0,0,180000,2,1,0,0,40.8,1.7,4,2,0,21
5009362,1,1,0,0,180000,2,1,0,0,40.8,1.7,4,2,0,17
5009364,1,1,0,0,180000,2,1,0,0,40.8,1.7,4,2,0,5
5009365,1,1,0,0,180000,2,1,0,0,40.8,1.7,4,2,0,20
5009366,1,1,0,0,180000,2,1,0,0,40.8,1.7,4,2,0,59
5009367,1,1,0,0,180000,2,1,0,0,40.8,1.7,4,2,0,44
5009368,1,1,0,0,115290,0,2,0,0,63.6,0,12,2,0,14
5009369,1,1,0,0,115290,0,2,0,0,63.6,0,12,2,0,10
5009370,1,1,0,0,115290,0,2,0,0,63.6,0,12,2,0,9
5009373,1,1,0,0,115290,0,2,0,0,63.6,0,12,2,0,17
5009378,0,0,0,2,225000,2,1,0,0,30.11,4.9,3,4,0,40
5009379,1,1,0,1,135000,2,2,0,0,25.1,3.3,15,3,0,5
5009381,1,1,0,1,135000,2,2,0,0,25.1,3.3,15,3,0,9
5009382,1,1,0,1,135000,2,2,0,0,25.1,3.3,15,3,0,10
5009383,0,0,0,0,380250,2,1,0,0,40.3,15.3,10,2,0,31
5009384,0,0,0,0,380250,2,1,0,0,40.3,15.3,10,2,0,34
5009386,0,0,0,0,380250,2,1,0,0,40.3,15.3,10,2,0,7
5009389,1,0,0,0,279000,2,1,1,0,30.3,8.8,3,1,0,17
5009391,1,0,0,0,279000,2,1,1,0,30.3,8.8,3,1,0,35
5009392,1,0,0,0,279000,2,1,1,0,30.3,8.8,3,1,0,36
5009393,1,0,0,0,279000,2,1,1,0,30.3,8.8,3,1,0,32
5009394,1,0,0,0,279000,2,1,1,0,30.3,8.8,3,1,0,12
5009395,1,0,0,0,279000,2,1,1,0,30.3,8.8,3,1,0,6
5009396,0,0,0,1,76500,2,1,0,0,34.3,1.4,0,3,0,56
5009397,0,0,0,1,76500,2,1,0,0,34.3,1.4,0,3,0,59
5009398,0,0,0,1,76500,2,1,0,0,34.3,1.4,0,3,0,34
5009400,0,0,0,1,76500,2,1,0,0,34.3,1.4,0,3,0,51
5009401,0,0,0,1,76500,2,1,0,0,34.3,1.4,0,3,0,57
5009402,1,0,0,0,202500,2,2,0,0,56.5,0.8,17,2,0,8
5009403,1,0,0,0,202500,2,2,0,0,56.5,0.8,17,2,0,45
5009404,0,0,0,2,67500,2,1,0,0,28.3,1.2,3,4,0,8
5009405,1,0,0,0,234000,2,1,0,0,38.1,6.3,4,2,0,21
5009408,1,0,0,0,234000,2,1,0,0,38.1,6.3,4,2,0,38
5009410,1,0,0,0,234000,2,1,0,0,38.1,6.3,4,2,0,42
5112901,1,0,0,0,234000,2,1,0,0,38.1,6.3,4,2,0,37
5009415,0,0,0,0,90000,2,2,1,0,52.1,1.3,3,1,0,8
5009416,0,0,0,0,90000,2,2,1,0,52.1,1.3,3,1,0,3
5009417,0,0,0,0,90000,2,2,1,0,52.1,1.3,3,1,0,5
5009418,0,0,0,0,90000,2,2,1,0,52.1,1.3,3,1,0,7
5009419,0,0,0,0,90000,2,2,1,0,52.1,1.3,3,1,0,4
5009420,0,0,0,0,90000,2,2,1,0,52.1,1.3,3,1,0,17
5009421,0,0,0,0,90000,2,2,1,0,52.1,1.3,3,1,0,9
5009423,0,0,0,0,81000,2,2,0,0,53.7,2.9,17,2,0,10
